"id","name","account_root_id/id","tax_code_root_id/id","bank_account_view_id/id","property_account_receivable/id","property_account_payable/id","property_account_expense/id","property_account_income/id","property_account_expense_categ/id","property_account_income_categ/id"
"chart","Chart Of Account - Fofo",0,"Thai Chart of Taxes",111300,112100,211000,511000,411000,500000,400000
